Registration Year,EV Registrations,State,County GEOID,ZIP Code,County
2022,2,Colorado,,33037,
2022,4,Colorado,,33040,
2022,5,Colorado,,33042,
2022,3,Colorado,,33060,
2024,3,Colorado,,33063,
2023,3,Colorado,,33071,
2024,6,Colorado,,33076,
2024,3,Colorado,,33129,
2022,3,Colorado,,33132,
2023,3,Colorado,,33132,
2023,3,Colorado,,33139,
2024,6,Colorado,,33139,
2021,4,Colorado,,33140,
2023,5,Colorado,,33143,
2023,9,Colorado,,33145,
2023,2,Colorado,,33147,
2022,3,Colorado,,33154,
2023,3,Colorado,,33156,
2024,2,Colorado,,33156,
2024,3,Colorado,,33157,
2022,4,Colorado,,33160,
2024,3,Colorado,,33160,
2023,3,Colorado,,33175,
2024,3,Colorado,,33180,
2024,3,Colorado,,33185,
2023,3,Colorado,,33186,
2021,4,Colorado,,33304,
2022,3,Colorado,,33304,
2024,2,Colorado,,33304,
2021,1,Colorado,,33305,
2024,2,Colorado,,33312,
2024,2,Colorado,,33313,
2024,3,Colorado,,33315,
2023,3,Colorado,,33319,
2022,2,Colorado,,33324,
2024,4,Colorado,,33324,
2022,3,Colorado,,33325,
2023,6,Colorado,,33325,
2024,3,Colorado,,33326,
2023,3,Colorado,,33332,
2024,3,Colorado,,33401,
2022,5,Colorado,,33407,
2024,2,Colorado,,33408,
2023,5,Colorado,,33410,
2024,3,Colorado,,33411,
2022,3,Colorado,,33414,
2024,3,Colorado,,33414,
2022,5,Colorado,,33415,
2024,3,Colorado,,33415,
2022,4,Colorado,,33418,
2023,3,Colorado,,33418,
2021,3,Colorado,,33432,
2024,3,Colorado,,33432,
2022,1,Colorado,,33435,
2022,1,Colorado,,33437,
2024,5,Colorado,,33437,
2021,2,Colorado,,33444,
2022,4,Colorado,,33444,
2024,6,Colorado,,33449,
2024,5,Colorado,,33463,
2024,2,Colorado,,33469,
2021,3,Colorado,,33470,
2022,1,Colorado,,33472,
2024,1,Colorado,,33480,
2021,3,Colorado,,33483,
2024,3,Colorado,,33483,
2023,5,Colorado,,33486,
2022,2,Colorado,,33493,
2024,3,Colorado,,33496,
2024,3,Colorado,,33498,
2023,3,Colorado,,33510,
2022,4,Colorado,,33511,
2023,3,Colorado,,33511,
2024,3,Colorado,,33513,
2023,3,Colorado,,33542,
2021,3,Colorado,,33556,
2023,4,Colorado,,33579,
2024,5,Colorado,,33594,
2024,1,Colorado,,33596,
2024,3,Colorado,,33603,
2023,3,Colorado,,33606,
2023,3,Colorado,,33609,
2024,3,Colorado,,33611,
2023,9,Colorado,,33615,
2023,3,Colorado,,33626,
2023,3,Colorado,,33629,
2023,8,Colorado,,33647,
2024,3,Colorado,,33705,
2023,3,Colorado,,33706,
2024,3,Colorado,,33706,
2023,3,Colorado,,33707,
2024,2,Colorado,,33708,
2022,3,Colorado,,33761,
2024,1,Colorado,,33761,
2023,6,Colorado,,33767,
2022,3,Colorado,,33771,
2023,3,Colorado,,33771,
2022,3,Colorado,,33773,
2022,2,Colorado,,33774,
2024,4,Colorado,,33777,
2024,5,Colorado,,33837,
2023,3,Colorado,,33881,
2022,2,Colorado,,33897,
2023,3,Colorado,,33905,
2022,2,Colorado,,33914,
2023,1,Colorado,,33914,
2022,3,Colorado,,33917,
2021,4,Colorado,,33919,
2021,3,Colorado,,33928,
2024,3,Colorado,,33928,
2022,6,Colorado,,33946,
2023,3,Colorado,,33950,
2023,5,Colorado,,33957,
2022,2,Colorado,,33991,
2023,4,Colorado,,33991,
2023,3,Colorado,,33993,
2022,3,Colorado,,34102,
2023,4,Colorado,,34105,
2022,3,Colorado,,34108,
2022,3,Colorado,,34109,
2023,3,Colorado,,34109,
2022,3,Colorado,,34110,
2022,6,Colorado,,34114,
2023,3,Colorado,,34134,
2022,1,Colorado,,34205,
2022,3,Colorado,,34208,
2024,3,Colorado,,34210,
2024,3,Colorado,,34217,
2024,3,Colorado,,34228,
2023,3,Colorado,,34239,
2021,3,Colorado,,34242,
2022,3,Colorado,,34285,
2024,3,Colorado,,34471,
2024,6,Colorado,,34480,
2023,5,Colorado,,34481,
2023,4,Colorado,,34482,
2024,3,Colorado,,34669,
2022,1,Colorado,,34684,
2022,4,Colorado,,34688,
2021,4,Colorado,,34691,
2021,1,Colorado,,34714,
2022,5,Colorado,,34714,
2023,3,Colorado,,34714,
2023,3,Colorado,,34746,
2022,3,Colorado,,34747,
2022,3,Colorado,,34756,
2022,3,Colorado,,34771,
2022,14,Colorado,,34787,
2023,3,Colorado,,34787,
2024,3,Colorado,,34787,
2024,3,Colorado,,34952,
2024,2,Colorado,,34957,
2023,2,Colorado,,34996,
2022,6,Colorado,,35004,
2022,3,Colorado,,35040,
2024,3,Colorado,,35150,
2023,3,Colorado,,35213,
2023,3,Colorado,,35226,
2024,3,Colorado,,35242,
2022,2,Colorado,,35456,
2023,6,Colorado,,35456,
2024,6,Colorado,,35758,
2022,1,Colorado,,35801,
2024,3,Colorado,,35801,
2023,4,Colorado,,35802,
2022,1,Colorado,,35803,
2023,3,Colorado,,35803,
2023,5,Colorado,,36301,
2023,3,Colorado,,36303,
2024,3,Colorado,,36305,
2023,3,Colorado,,36330,
2024,3,Colorado,,36330,
2022,3,Colorado,,36421,
2022,3,Colorado,,36830,
2023,3,Colorado,,36874,
2023,3,Colorado,,37027,
2023,3,Colorado,,37030,
2023,3,Colorado,,37043,
2024,5,Colorado,,37064,
2023,3,Colorado,,37067,
2024,2,Colorado,,37067,
2024,3,Colorado,,37080,
2024,3,Colorado,,37090,
2023,3,Colorado,,37129,
2021,2,Colorado,,37130,
2022,6,Colorado,,37130,
2022,3,Colorado,,37174,
2023,6,Colorado,,37174,
2023,3,Colorado,,37190,
2023,4,Colorado,,37211,
2022,3,Colorado,,37212,
2022,5,Colorado,,37214,
2022,3,Colorado,,37215,
2024,3,Colorado,,37215,
2022,3,Colorado,,37380,
2023,3,Colorado,,37686,
2023,4,Colorado,,37716,
2022,5,Colorado,,37774,
2023,6,Colorado,,37774,
2024,3,Colorado,,37920,
2022,6,Colorado,,37922,
2023,3,Colorado,,38017,
2024,3,Colorado,,38117,
2023,6,Colorado,,38119,
2024,5,Colorado,,38139,
2022,3,Colorado,,38305,
2021,4,Colorado,,38654,
2023,3,Colorado,,38655,
2024,3,Colorado,,38671,
2023,3,Colorado,,39047,
2022,3,Colorado,,39532,
2022,3,Colorado,,39565,
2021,1,Colorado,,39701,
2024,1,Colorado,,39846,
2021,1,Colorado,,40023,
2022,4,Colorado,,40023,
2021,2,Colorado,,40205,
2022,3,Colorado,,40207,
2022,3,Colorado,,40444,
2023,5,Colorado,,40965,
2024,3,Colorado,,41001,
2021,3,Colorado,,41094,
2022,4,Colorado,,41094,
2024,2,Colorado,,42223,
2022,5,Colorado,,42701,
2023,3,Colorado,,43076,
2021,3,Colorado,,43130,
2023,3,Colorado,,43140,
2023,4,Colorado,,43143,
2022,3,Colorado,,43209,
2022,3,Colorado,,43219,
2024,3,Colorado,,43231,
2023,3,Colorado,,43358,
2022,3,Colorado,,43440,
2023,3,Colorado,,43615,
2024,3,Colorado,,43764,
2023,3,Colorado,,44022,
2023,5,Colorado,,44023,
2024,3,Colorado,,44057,
2024,3,Colorado,,44074,
2023,3,Colorado,,44077,
2023,3,Colorado,,44118,
2024,3,Colorado,,44133,
2023,6,Colorado,,44139,
2023,3,Colorado,,44141,
2022,4,Colorado,,44224,
2022,3,Colorado,,44333,
2022,3,Colorado,,44408,
2024,5,Colorado,,44420,
2023,7,Colorado,,44621,
2024,3,Colorado,,44720,
2022,3,Colorado,,45002,
2024,3,Colorado,,45011,
2024,5,Colorado,,45039,
2022,3,Colorado,,45040,
2023,5,Colorado,,45066,
2024,5,Colorado,,45140,
2022,1,Colorado,,45202,
2022,2,Colorado,,45226,
2023,3,Colorado,,45226,
2024,3,Colorado,,45226,
2023,3,Colorado,,45241,
2024,3,Colorado,,45243,
2023,3,Colorado,,45342,
2024,3,Colorado,,45377,
2022,3,Colorado,,45402,
2023,5,Colorado,,45402,
2023,3,Colorado,,45429,
2024,2,Colorado,,45459,
2022,5,Colorado,,45891,
2022,2,Colorado,,46033,
2024,1,Colorado,,46033,
2022,4,Colorado,,46037,
2024,3,Colorado,,46037,
2023,3,Colorado,,46040,
2022,3,Colorado,,46062,
2023,3,Colorado,,46069,
2023,3,Colorado,,46072,
2021,3,Colorado,,46074,
2022,5,Colorado,,46074,
2024,2,Colorado,,46074,
2023,3,Colorado,,46077,
2022,2,Colorado,,46205,
2024,3,Colorado,,46205,
2024,3,Colorado,,46219,
2023,8,Colorado,,46220,
2023,3,Colorado,,46226,
2021,2,Colorado,,46278,
2022,4,Colorado,,46278,
2024,4,Colorado,,46516,
2022,5,Colorado,,46530,
2023,2,Colorado,,46601,
2024,5,Colorado,,46601,
2023,3,Colorado,,46637,
2022,4,Colorado,,46825,
2023,4,Colorado,,46902,
2023,3,Colorado,,47129,
2024,4,Colorado,,47401,
2022,1,Colorado,,47403,
2022,3,Colorado,,47408,
2024,3,Colorado,,47712,
2023,5,Colorado,,47802,
2022,3,Colorado,,47805,
2022,2,Colorado,,47905,
2023,3,Colorado,,48009,
2024,4,Colorado,,48022,
2023,3,Colorado,,48071,
2022,4,Colorado,,48076,
2023,3,Colorado,,48076,
2023,3,Colorado,,48080,
2022,3,Colorado,,48085,
2023,3,Colorado,,48103,
2024,3,Colorado,,48105,
2023,3,Colorado,,48108,
2022,3,Colorado,,48118,
2023,3,Colorado,,48124,
2022,5,Colorado,,48126,
2024,1,Colorado,,48126,
2024,3,Colorado,,48158,
2024,5,Colorado,,48168,
2024,6,Colorado,,48174,
2024,3,Colorado,,48187,
2024,3,Colorado,,48220,
2023,3,Colorado,,48236,
2024,3,Colorado,,48301,
2023,3,Colorado,,48302,
2024,3,Colorado,,48307,
2024,5,Colorado,,48322,
2024,1,Colorado,,48346,
2023,3,Colorado,,48348,
2024,4,Colorado,,48367,
2022,1,Colorado,,48375,
2022,5,Colorado,,48422,
2022,3,Colorado,,48622,
2023,3,Colorado,,48642,
2023,5,Colorado,,48837,
2023,4,Colorado,,48842,
2024,3,Colorado,,48843,
2023,3,Colorado,,48864,
2024,3,Colorado,,48910,
2022,1,Colorado,,48911,
2023,4,Colorado,,49009,
2024,2,Colorado,,49090,
2022,3,Colorado,,49127,
2024,3,Colorado,,49307,
2023,8,Colorado,,49424,
2024,3,Colorado,,49424,
2024,3,Colorado,,49431,
2023,3,Colorado,,49503,
2024,3,Colorado,,49503,
2023,3,Colorado,,49519,
2023,5,Colorado,,49546,
2022,3,Colorado,,49646,
2024,3,Colorado,,49720,
2024,3,Colorado,,49740,
2024,2,Colorado,,49938,
2023,3,Colorado,,50003,
2024,3,Colorado,,50021,
2022,7,Colorado,,50023,
2022,7,Colorado,,50054,
2022,2,Colorado,,50105,
2022,3,Colorado,,50111,
2022,3,Colorado,,50123,
2024,3,Colorado,,50124,
2022,3,Colorado,,50131,
2023,8,Colorado,,50131,
2024,4,Colorado,,50131,
2024,3,Colorado,,50211,
2024,1,Colorado,,50263,
2021,4,Colorado,,50265,
2024,1,Colorado,,50265,
2022,3,Colorado,,50266,
2022,4,Colorado,,50310,
2024,6,Colorado,,50311,
2022,3,Colorado,,50312,
2024,3,Colorado,,50312,
2022,4,Colorado,,50423,
2022,3,Colorado,,50428,
2023,3,Colorado,,50428,
2023,3,Colorado,,50613,
2024,3,Colorado,,50616,
2023,3,Colorado,,51047,
2022,3,Colorado,,51247,
2021,4,Colorado,,51331,
2023,3,Colorado,,51355,
2023,4,Colorado,,51503,
2024,4,Colorado,,51503,
2023,3,Colorado,,51548,
2023,3,Colorado,,51576,
2024,3,Colorado,,51652,
2024,1,Colorado,,52240,
2022,1,Colorado,,52245,
2024,5,Colorado,,52245,
2024,8,Colorado,,52317,
2022,3,Colorado,,52327,
2024,2,Colorado,,52352,
2022,3,Colorado,,52403,
2022,1,Colorado,,52556,
2022,3,Colorado,,52722,
2022,3,Colorado,,52806,
2022,3,Colorado,,52807,
2023,3,Colorado,,53005,
2022,3,Colorado,,53012,
2022,3,Colorado,,53083,
2022,3,Colorado,,53092,
2023,3,Colorado,,53095,
2024,3,Colorado,,53105,
2023,3,Colorado,,53115,
2021,4,Colorado,,53126,
2022,4,Colorado,,53168,
2024,6,Colorado,,53186,
2023,6,Colorado,,53188,
2022,2,Colorado,,53190,
2022,3,Colorado,,53206,
2023,3,Colorado,,53207,
2021,3,Colorado,,53213,
2024,1,Colorado,,53403,
2022,3,Colorado,,53405,
2023,4,Colorado,,53558,
2022,3,Colorado,,53593,
2023,3,Colorado,,53704,
2024,3,Colorado,,53705,
2022,4,Colorado,,53711,
2023,3,Colorado,,53711,
2024,1,Colorado,,53711,
2022,1,Colorado,,53716,
2022,3,Colorado,,53955,
2024,4,Colorado,,54016,
2024,5,Colorado,,54021,
2021,3,Colorado,,54155,
2023,3,Colorado,,54235,
2022,3,Colorado,,54241,
2023,2,Colorado,,54302,
2024,3,Colorado,,54302,
2023,3,Colorado,,54311,
2022,3,Colorado,,54423,
2022,3,Colorado,,54457,
2024,1,Colorado,,54466,
2022,3,Colorado,,54499,
2022,6,Colorado,,54601,
2022,3,Colorado,,54701,
2024,3,Colorado,,54701,
2024,3,Colorado,,54843,
2022,3,Colorado,,54956,
2023,5,Colorado,,54956,
2024,3,Colorado,,54956,
2022,3,Colorado,,54961,
2023,3,Colorado,,55009,
2024,3,Colorado,,55014,
2022,4,Colorado,,55016,
2023,3,Colorado,,55016,
2023,2,Colorado,,55024,
2024,3,Colorado,,55024,
2024,3,Colorado,,55025,
2024,3,Colorado,,55027,
2021,3,Colorado,,55038,
2023,3,Colorado,,55044,
2024,3,Colorado,,55044,
2022,3,Colorado,,55056,
2022,3,Colorado,,55075,
2023,3,Colorado,,55077,
2023,5,Colorado,,55082,
2021,5,Colorado,,55104,
2024,3,Colorado,,55109,
2023,3,Colorado,,55112,
2022,6,Colorado,,55113,
2023,4,Colorado,,55113,
2022,3,Colorado,,55116,
2024,3,Colorado,,55117,
2024,3,Colorado,,55118,
2023,3,Colorado,,55119,
2022,3,Colorado,,55120,
2023,3,Colorado,,55123,
2023,3,Colorado,,55124,
2022,3,Colorado,,55126,
2022,4,Colorado,,55129,
2021,1,Colorado,,55301,
2024,1,Colorado,,55311,
2022,4,Colorado,,55316,
2024,3,Colorado,,55330,
2023,3,Colorado,,55331,
2024,3,Colorado,,55331,
2023,3,Colorado,,55337,
2023,3,Colorado,,55340,
2022,3,Colorado,,55344,
2023,3,Colorado,,55345,
2024,3,Colorado,,55345,
2022,4,Colorado,,55357,
2024,3,Colorado,,55369,
2022,5,Colorado,,55372,
2023,4,Colorado,,55376,
2022,3,Colorado,,55378,
2022,10,Colorado,,55391,
2023,3,Colorado,,55391,
2024,3,Colorado,,55391,
2023,3,Colorado,,55404,
2024,3,Colorado,,55404,
2021,2,Colorado,,55410,
2022,4,Colorado,,55410,
2022,3,Colorado,,55414,
2024,1,Colorado,,55415,
2022,2,Colorado,,55416,
2022,8,Colorado,,55417,
2023,3,Colorado,,55417,
2024,5,Colorado,,55417,
2022,6,Colorado,,55419,
2024,3,Colorado,,55419,
2023,3,Colorado,,55424,
2023,3,Colorado,,55425,
2022,3,Colorado,,55426,
2023,3,Colorado,,55426,
2024,3,Colorado,,55426,
2023,5,Colorado,,55427,
2024,3,Colorado,,55431,
2024,2,Colorado,,55432,
2024,4,Colorado,,55436,
2022,3,Colorado,,55437,
2023,2,Colorado,,55437,
2024,3,Colorado,,55437,
2022,3,Colorado,,55446,
2023,12,Colorado,,55446,
2024,5,Colorado,,55449,
2021,4,Colorado,,55616,
2023,3,Colorado,,55616,
2023,3,Colorado,,55803,
2024,3,Colorado,,55803,
2024,3,Colorado,,55804,
2024,3,Colorado,,55902,
2024,3,Colorado,,55912,
2022,4,Colorado,,55975,
2023,4,Colorado,,56187,
2022,3,Colorado,,56304,
2024,3,Colorado,,56304,
2022,1,Colorado,,56501,
2024,3,Colorado,,56531,
2023,3,Colorado,,56544,
2024,3,Colorado,,56601,
2022,7,Colorado,,57005,
2024,3,Colorado,,57005,
2022,3,Colorado,,57006,
2023,3,Colorado,,57006,
2023,3,Colorado,,57049,
2023,3,Colorado,,57059,
2024,3,Colorado,,57078,
2024,4,Colorado,,57103,
2022,3,Colorado,,57104,
2024,2,Colorado,,57104,
2022,3,Colorado,,57108,
2023,3,Colorado,,57108,
2024,3,Colorado,,57108,
2023,3,Colorado,,57110,
2023,3,Colorado,,57201,
2024,3,Colorado,,57201,
2022,1,Colorado,,57231,
2024,3,Colorado,,57262,
2023,3,Colorado,,57279,
2023,3,Colorado,,57451,
2022,4,Colorado,,57536,
2024,3,Colorado,,57585,
2022,27,Colorado,,57701,
2023,33,Colorado,,57701,
2024,42,Colorado,,57701,
2021,4,Colorado,,57702,
2022,40,Colorado,,57702,
2023,47,Colorado,,57702,
2024,57,Colorado,,57702,
2022,14,Colorado,,57703,
2023,10,Colorado,,57703,
2024,18,Colorado,,57703,
2022,4,Colorado,,57706,
2023,5,Colorado,,57706,
2024,4,Colorado,,57706,
2022,3,Colorado,,57716,
2023,4,Colorado,,57716,
2024,1,Colorado,,57716,
2022,3,Colorado,,57717,
2023,7,Colorado,,57717,
2024,8,Colorado,,57717,
2024,3,Colorado,,57718,
2022,13,Colorado,,57719,
2023,25,Colorado,,57719,
2024,11,Colorado,,57719,
2021,11,Colorado,,57730,
2022,1,Colorado,,57730,
2023,3,Colorado,,57730,
2024,10,Colorado,,57730,
2024,6,Colorado,,57732,
2021,4,Colorado,,57744,
2022,3,Colorado,,57744,
2024,3,Colorado,,57744,
2021,3,Colorado,,57745,
2024,3,Colorado,,57745,
2022,3,Colorado,,57747,
2024,5,Colorado,,57747,
2023,3,Colorado,,57751,
2024,10,Colorado,,57751,
2022,7,Colorado,,57754,
2024,3,Colorado,,57754,
2024,3,Colorado,,57759,
2023,3,Colorado,,57766,
2022,3,Colorado,,57769,
2024,3,Colorado,,57769,
2022,5,Colorado,,57770,
2023,5,Colorado,,57770,
2022,6,Colorado,,57783,
2023,34,Colorado,,57783,
2024,5,Colorado,,57783,
2022,9,Colorado,,57785,
2023,6,Colorado,,57785,
2024,6,Colorado,,57785,
2024,3,Colorado,,57788,
2024,6,Colorado,,57793,
2024,8,Colorado,,58078,
2022,4,Colorado,,58102,
2024,3,Colorado,,58103,
2022,3,Colorado,,58237,
2022,1,Colorado,,58261,
2023,3,Colorado,,58301,
2024,12,Colorado,,58503,
2023,3,Colorado,,58504,
2024,1,Colorado,,58579,
2023,3,Colorado,,58601,
2024,2,Colorado,,58601,
2023,9,Colorado,,58701,
2022,8,Colorado,,58704,
2024,3,Colorado,,58704,
2022,3,Colorado,,58757,
2022,2,Colorado,,58781,
2022,3,Colorado,,58783,
2023,3,Colorado,,58801,
2024,3,Colorado,,58801,
2024,1,Colorado,,59034,
2022,4,Colorado,,59044,
2023,2,Colorado,,59044,
2024,5,Colorado,,59044,
2023,3,Colorado,,59047,
2024,4,Colorado,,59047,
2022,3,Colorado,,59052,
2023,3,Colorado,,59063,
2023,6,Colorado,,59068,
2024,5,Colorado,,59072,
2024,4,Colorado,,59079,
2022,13,Colorado,,59101,
2023,3,Colorado,,59101,
2024,11,Colorado,,59101,
2021,14,Colorado,,59102,
2022,6,Colorado,,59102,
2023,6,Colorado,,59102,
2024,1,Colorado,,59102,
2022,5,Colorado,,59105,
2023,6,Colorado,,59105,
2024,1,Colorado,,59105,
2022,14,Colorado,,59106,
2023,14,Colorado,,59106,
2024,6,Colorado,,59106,
2023,3,Colorado,,59218,
2021,4,Colorado,,59230,
2021,3,Colorado,,59270,
2022,3,Colorado,,59317,
2024,3,Colorado,,59327,
2022,5,Colorado,,59330,
2023,3,Colorado,,59330,
2023,6,Colorado,,59404,
2022,3,Colorado,,59405,
2023,3,Colorado,,59405,
2024,1,Colorado,,59405,
2022,2,Colorado,,59457,
2023,3,Colorado,,59457,
2024,1,Colorado,,59457,
2022,6,Colorado,,59538,
